Rank,Name,Platform,Year,Genre,Critic_Score,User_Score,Publisher,Developer,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Total_Sales
14790,Duke Nukem 3D: 20th Anniversary World Tour,PS4,2016.0,Shooter,,,Gearbox Software  ,Gearbox Software  ,0.07,,,0.02,0.09
14791,Ski and Shoot,Wii,2008.0,Sports,,,Conspiracy Entertainment  ,49Games  ,0.04,0.04,,0.01,0.09
14792,Black & White 2,PC,2005.0,Strategy,,,Electronic Arts  ,Lionhead Studios  ,0.01,0.07,,0.01,0.09
14793,Test Drive: Eve of Destruction,XB,2004.0,Racing,,,Atari  ,Monster Games Inc.  ,0.07,0.02,,0.0,0.09
14794,Crimson Sea,XB,2002.0,Action,,,KOEI  ,Koei  ,0.04,0.01,0.04,0.0,0.09
14795,ATV Drift & Tricks,PS4,2017.0,Racing,,,Maximum Games  ,Artefacts Studio  ,0.07,,,0.02,0.09
14796,The Mummy: Tomb of the Dragon Emperor,DS,2008.0,Adventure,,,Sierra Entertainment  ,Artificial Mind and Movement  ,0.08,0.0,,0.01,0.09
14797,Naruto Shippuuden: Gekitou Ninja Taisen! EX 2,Wii,2007.0,Fighting,,,Takara Tomy   ,8ing/Raizing  ,,,0.09,,0.09
14798,BIT.TRIP COMPLETE,Wii,2011.0,Misc,8.1,,Aksys Games  ,Gaijin Games Inc.  ,0.06,0.02,,0.01,0.09
14799,The Weakest Link,PS,2001.0,Misc,,,Activision  ,Traveller's Tales  ,0.05,0.03,,0.01,0.09
14800,Lethal Enforcers,SNES,1994.0,Shooter,,,Konami  ,Konami  ,,,0.09,,0.09
14801,The Mummy: Tomb of the Dragon Emperor,Wii,2008.0,Adventure,,,Sierra Entertainment  ,Eurocom Entertainment Software  ,0.08,0.0,,0.01,0.09
14802,MLB Superstars,Wii,2008.0,Sports,,,2K Sports  ,Deep Fried Entertainment  ,0.08,,,0.01,0.09
14803,Jambo! Safari Animal Rescue,Wii,2009.0,Simulation,,,Sega  ,Full Fat  ,0.07,0.01,,0.01,0.09
14804,Romance of the Three Kingdoms XII,PS3,2012.0,Strategy,,,Tecmo Koei  ,Tecmo Koei Games  ,,,0.09,,0.09
14805,Ikaruga,GC,2003.0,Shooter,8.0,,Atari  ,"Treasure Co., Ltd.  ",0.07,0.02,,0.0,0.09
14806,Ys I & II Chronicles,PSP,2011.0,Role-Playing,6.4,,Xseed Games  ,Nihon Falcom Corporation  ,0.05,,0.03,0.01,0.09
14807,Spider-Man: Edge of Time,Wii,2011.0,Action,,,Activision  ,Beenox  ,0.06,0.02,,0.01,0.09
14808,The Suffering: Ties That Bind,XB,2005.0,Action,,,Midway Games  ,Surreal Software  ,0.07,0.02,,0.0,0.09
14809,Game Hits!,DS,2010.0,Misc,,,Destineer  ,Foreign Media Games  ,0.07,0.01,,0.01,0.09
14810,Strange Brigade,PS4,2018.0,Shooter,,,Rebellion Developments  ,Rebellion Developments  ,0.05,0.03,,0.02,0.09
14811,Reading Training,DS,2007.0,Simulation,,,Benesse  ,Intelligent Systems  ,0.0,,0.08,0.0,0.09
14812,Nobunaga's Ambition: Iron Triangle,PS2,2009.0,Strategy,,,KOEI  ,Koei  ,0.04,0.03,,0.01,0.09
14813,Roary the Racing Car,DS,2009.0,Misc,,,Avanquest  ,Uacari  ,,0.08,,0.01,0.09
14814,Dreamer Series: Teacher,DS,2009.0,Simulation,,,DreamCatcher Interactive  ,ZigZag Island  ,0.08,0.0,,0.01,0.09
14815,Jikkyou Powerful Pro Yakyuu 2012,PSV,2012.0,Sports,,,Konami Digital Entertainment  ,Konami  ,,,0.09,,0.09
14816,Harvest Moon: Boy & Girl,PSP,2007.0,Simulation,6.1,,Natsume  ,Marvelous Interactive  ,0.08,,,0.01,0.09
14817,Attack on Titan 2,XOne,2018.0,Action,7.0,,Koei Tecmo  ,Omega Force  ,0.08,,,0.01,0.09
14818,El Tigre: The Adventures of Manny Rivera,DS,2007.0,Platform,,,THQ  ,Blue Tongue Entertainment  ,0.08,,,0.01,0.09
14819,Exist Archive: The Other Side of the Sky,PSV,2016.0,Role-Playing,,,Aksys Games  ,tri-Ace  ,0.02,,0.06,0.01,0.09
14820,The Bachelor: The Videogame,DS,2010.0,Misc,,,Warner Bros. Interactive  ,Warner Bros. Interactive Entertainment  ,0.08,,,0.01,0.09
14821,Yoostar on MTV,X360,2011.0,Misc,,,Unknown  ,Yoostar Entertainment Group  ,0.08,,,0.01,0.09
14822,MLB 2K9 Fantasy All-Stars,DS,2009.0,Sports,,,2K Sports  ,Take-Two Interactive  ,0.08,,,0.01,0.09
14823,Shrek Smash n' Crash Racing,PSP,2006.0,Racing,,,Activision  ,Torus Games  ,0.08,0.0,,0.01,0.09
14824,Battle Fantasia,X360,2008.0,Fighting,7.0,8.0,Aksys Games  ,Arc System Works  ,0.07,0.0,0.01,0.01,0.09
14825,Sengoku Basara 4: Sumeragi,PS3,2015.0,Action,,,Capcom  ,Unknown  ,,,0.09,,0.09
14826,Spectral Force 3,X360,2008.0,Role-Playing,5.9,,Atlus  ,XPEC Entertainment  ,0.08,,,0.01,0.09
14827,Crysis: Maximum Edition,PC,2009.0,Shooter,,,Electronic Arts  ,Crytek  ,0.0,0.07,,0.02,0.09
14828,Aikatsu! My No.1 Stage!,3DS,2015.0,Misc,,,Bandai Namco Games  ,Bandai Namco Games  ,,,0.09,,0.09
14829,Digimon World Re:Digitize Decode,3DS,2013.0,Role-Playing,,,Namco Bandai Games  ,Tri-Crescendo  ,,,0.09,,0.09
14830,Digimon World 4,GC,2005.0,Role-Playing,5.2,,Bandai  ,Bandai  ,0.07,0.02,,0.0,0.09
14831,Brain Voyage,DS,2008.0,Puzzle,,,Eidos Interactive  ,Razorback Developments  ,0.06,0.02,,0.01,0.09
14832,Nickelodeon Kart Racers,PS4,2018.0,Racing,,,GameMill Entertainment  ,Bamtang  ,0.07,,,0.02,0.09
14833,Grand Kingdom,PSV,2016.0,Role-Playing,,,NIS America  ,Monochrome Corporation  ,0.02,0.01,0.05,0.01,0.09
14834,Ford Racing 3,XB,2005.0,Racing,,,2K Games  ,Razorworks Studios  ,0.07,0.02,,0.0,0.09
14835,Rock Band 3,DS,2010.0,Misc,8.5,,MTV Games  ,Harmonix Music Systems  ,0.07,0.01,,0.01,0.09
14836,MLB SlugFest Loaded,XB,2004.0,Sports,,,Midway Games  ,Point of View  ,0.07,0.02,,0.0,0.09
14837,Sotsugyou Crossworld,PS,1996.0,Simulation,,,Hearty Robin   ,Hearty Robin  ,,,0.08,0.01,0.09
14838,Ty the Tasmanian Tiger 3: Night of the Quinkan,GC,2005.0,Action,6.2,,Activision  ,Krome Studios  ,0.07,0.02,,0.0,0.09
14839,The Ant Bully,Wii,2006.0,Platform,,,Midway Games  ,Artificial Mind and Movement  ,0.08,0.0,,0.01,0.09
14840,R: Racing Evolution,XB,2003.0,Racing,,,Namco  ,Namco  ,0.06,0.02,,0.0,0.09
14841,Bionicle,GBA,2003.0,Action,,,THQ  ,Mobius Entertainment  ,0.06,0.02,,0.0,0.09
14842,Henry Hatsworth in the Puzzling Adventure,DS,2009.0,Puzzle,9.1,,Electronic Arts  ,EA Tiburon  ,0.08,0.0,,0.01,0.09
14843,Bleach GC: Tasogare Ni Mamieru Shinigami,GC,2005.0,Fighting,,,Sega  ,Polygon Magic  ,,,0.08,0.0,0.09
14844,Nights of Azure,PS4,2016.0,Role-Playing,,,Tecmo Koei  ,Gust  ,,,0.09,,0.09
14845,Chou Jigen Game Neptune Mk-II,PS3,2011.0,Role-Playing,,,Compile Heart  ,Compile Heart  ,,,0.09,,0.09
14846,Rugby 15,XOne,2015.0,Sports,,,Maximum Games  ,HB Studios  ,0.03,0.05,,0.01,0.09
14847,Jikkyou Powerful Pro Yakyuu 2000 Ketteiban,PS,2000.0,Sports,,,Konami  ,Diamond Head  ,,,0.08,0.01,0.09
14848,Karaoke Revolution,XB,2004.0,Misc,,,Konami  ,Secret Level  ,0.06,0.02,,0.0,0.09
14849,Fire Pro Wrestling Returns,PS2,2007.0,Fighting,,,Agetec  ,S-Neo  ,0.04,0.03,,0.01,0.09
14850,Agatha Christie: Evil Under the Sun,Wii,2008.0,Adventure,,,The Adventure Company  ,AWE Games  ,0.06,0.02,,0.01,0.09
14851,My Stop Smoking Coach: Allen Carr's EasyWay,DS,2008.0,Misc,,,Ubisoft  ,Ubisoft Quebec  ,0.07,0.01,,0.01,0.09
14852,Jimmy Neutron: Boy Genius,GC,2002.0,Platform,,,THQ  ,Big Sky Software  ,0.07,0.02,,0.0,0.09
14853,Derby Stallion,SAT,1999.0,Sports,,,ASCII Entertainment  ,ParityBit  ,,,0.09,,0.09
14854,Puss in Boots,PS3,2011.0,Misc,,,THQ  ,THQ  ,0.07,0.01,,0.01,0.09
14855,Jumper: Griffin's Story,Wii,2008.0,Action,,,Brash Entertainment  ,Collision Studios  ,0.08,0.0,,0.01,0.09
14856,NBA 2K18,PS3,2017.0,Sports,7.0,,2K Sports  ,Visual Concepts  ,0.06,0.01,0.01,0.01,0.09
14857,Rollcage Stage II,PS,2000.0,Racing,,,Midway Games  ,Attention To Detail  ,0.05,0.03,,0.01,0.09
14858,Mutant Football League: Dynasty Edition,NS,2018.0,Sports,,,Nighthawk Interactive  ,Digital Dreams  ,0.08,,,0.01,0.09
14859,Samurai Warriors 2: Xtreme Legends,PS2,2008.0,Action,,,KOEI  ,Omega Force  ,0.04,0.03,,0.01,0.09
14860,Karaoke Joysound Wii DX,Wii,2009.0,Misc,,,Hudson Soft  ,Xing Inc.  ,,,0.09,,0.09
14861,Sloane to MacHale no Nazo no Monogatari 2,DS,2009.0,Puzzle,,,Level 5  ,Level 5  ,,,0.09,,0.09
14862,Great Party Games,Wii,2010.0,Misc,,,O-Games  ,TBD  ,,0.08,,0.01,0.09
14863,Tabi no Yubisashi Kaiwachou DS: DS Series 4 America,DS,2006.0,Misc,,,Nintendo  ,TOSE  ,,,0.09,,0.09
14864,Invasion From Beyond,PS,1998.0,Shooter,,,GT Interactive  ,King of the Jungle  ,0.05,0.03,,0.01,0.09
14865,Crash Boom Bang!,DS,2006.0,Misc,,,Sierra Entertainment  ,Dimps Corporation  ,0.07,0.01,,0.01,0.09
14866,Forgotten Realms: Demon Stone,XB,2004.0,Action,,,Atari  ,Stormfront Studios  ,0.06,0.02,,0.0,0.09
14867,Major League Baseball 2K7,PSP,2007.0,Sports,6.3,,2K Sports  ,Visual Concepts  ,0.08,,,0.01,0.09
14868,Lara Croft and the Temple of Osiris,PS4,2014.0,Action,,,Square Enix  ,Crystal Dynamics  ,,0.07,,0.01,0.09
14869,LEGO Star Wars II: The Original Trilogy,GBA,2006.0,Action,6.0,,LucasArts  ,Amaze Entertainment  ,0.06,0.02,,0.0,0.09
14870,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,XB,2005.0,Adventure,,,Buena Vista  ,Capcom  ,0.06,0.02,,0.0,0.09
14871,Mahjong Master,N64,1996.0,Misc,,,Konami  ,Konami Computer Entertainment Osaka  ,,,0.09,,0.09
14872,Grand Theft Auto: The Trilogy,XB,2005.0,Adventure,,,Rockstar Games  ,Rockstar North  ,0.06,0.02,,0.0,0.09
14873,Top Gear Rally,GBA,2003.0,Racing,,,Nintendo  ,Tantalus Interactive  ,0.06,0.02,,0.0,0.09
14874,Data East Arcade Classics,Wii,2010.0,Misc,5.0,,Majesco  ,G1M2  ,0.08,,,0.01,0.09
14875,LEGO Batman: The Videogame,PC,2008.0,Adventure,7.4,,Warner Bros. Interactive  ,Traveller's Tales  ,0.04,0.03,,0.01,0.09
14876,MXGP 3: The Official Motocross Videogame,XOne,2017.0,Racing,,,Milestone  ,Milestone  ,0.06,0.02,,0.01,0.09
14877,L: the proLogue to DEATH NOTE - Rasen no Wana,DS,2008.0,Adventure,,,Konami  ,Konami  ,,,0.09,,0.09
14878,Famicom Mini: Makaimura,GBA,2004.0,Platform,,,Capcom  ,Capcom  ,,,0.08,0.0,0.09
14879,ShellShock 2: Blood Trails,X360,2009.0,Shooter,3.2,,Eidos Interactive  ,Rebellion Developments  ,0.05,0.03,,0.01,0.09
14880,XIII,GC,2003.0,Shooter,,,Ubisoft  ,Ubisoft Paris  ,0.07,0.02,,0.0,0.09
14881,Dragon's Dogma Online,PS4,2015.0,Role-Playing,,,Capcom  ,Capcom  ,,,0.09,,0.09
14882,Uta no Prince-Sama: All Star After Secret,PSP,2015.0,Action,,,Broccoli  ,Unknown  ,,,0.09,,0.09
14883,The Incredibles: Rise of the Underminer,XB,2005.0,Action,6.5,,THQ  ,Heavy Iron Studios  ,0.06,0.02,,0.0,0.09
14884,Theme Hospital,PS,1998.0,Strategy,7.2,,Electronic Arts  ,Krisalis Software  ,0.03,0.02,0.03,0.01,0.09
14885,Busy Scissors,Wii,2010.0,Simulation,,,Little Orbit  ,Little Orbit  ,0.08,0.0,,0.01,0.09
14886,Captain America: Super Soldier,3DS,2011.0,Action,5.0,,Sega  ,Sega  ,0.05,0.03,,0.01,0.09
14887,Shining Resonance Refrain,NS,2018.0,Role-Playing,,,Sega  ,Media.Vision  ,0.05,0.01,0.01,0.01,0.09
14888,Wizardry: Tale of the Forsaken Land,PS2,2001.0,Role-Playing,,,Atlus  ,Racjin  ,0.04,0.03,,0.01,0.09
14889,F.E.A.R. Files,X360,2007.0,Shooter,6.9,,Sierra Entertainment  ,TimeGate Studios/Day 1 Studios  ,0.07,0.01,,0.01,0.09
14890,ChuChu Rocket!,GBA,2001.0,Puzzle,8.1,,Sega  ,Sonic Team  ,0.06,0.02,,0.0,0.09
14891,Wacky World of Sports,Wii,2009.0,Sports,,,Sega  ,Sega  ,0.08,0.0,,0.01,0.09
14892,FIFA Soccer 12,PS2,2011.0,Sports,,,EA Sports  ,EA Canada  ,,0.02,,0.06,0.09
14893,Indianapolis 500 Legends,DS,2007.0,Racing,,,Destineer  ,Torus Games  ,0.08,,,0.01,0.09
14894,Codename Tenka,PS,1997.0,Shooter,7.0,,Sony Computer Entertainment  ,Psygnosis  ,0.05,0.03,,0.01,0.09
14895,Destroy All Humans! Path of the Furon,PS3,2020.0,Action,5.0,,Unknown  ,Sandblast Games  ,,0.08,,0.01,0.09
14896,Cloudy With a Chance of Meatballs,X360,2009.0,Adventure,6.7,,Ubisoft  ,Ubisoft Shanghai  ,0.07,0.0,,0.01,0.09
14897,Savage Skies,PS2,2002.0,Shooter,,,BAM! Entertainment  ,iRock Interactive  ,0.04,0.03,,0.01,0.09
14898,My Make-Up,DS,2009.0,Misc,,,O-Games  ,Oxygen Interactive  ,0.08,0.0,,0.01,0.09
14899,Sega Bass Fishing,DC,1999.0,Sports,,,Sega  ,Sega-AM1  ,,,0.09,0.0,0.09
14900,Walt Disney's The Jungle Book: Rhythm N'Groove,PS,2000.0,Misc,,,Ubisoft  ,Ubisoft  ,0.05,0.03,,0.01,0.09
14901,Major League Baseball 2K9,PSP,2009.0,Sports,6.0,,2K Sports  ,Visual Concepts  ,0.08,,0.0,0.01,0.09
14902,Cyberia,PS,1996.0,Adventure,,,Interplay  ,"Xatrix Entertainment, Inc.  ",0.05,0.03,,0.01,0.09
14903,Killer7,PS2,2005.0,Action,6.5,,Capcom  ,Grasshopper Manufacture  ,0.04,0.03,0.0,0.01,0.09
14904,Million God,PS2,2002.0,Misc,,,Nippon Amuse  ,Nippon Amuse  ,,,0.09,,0.09
14905,Nikoli's Pencil Puzzle,3DS,2011.0,Puzzle,,,Konami  ,Hudson Soft  ,0.05,0.03,,0.01,0.09
14906,50 Cent: Bulletproof,PSP,2006.0,Action,5.5,,Vivendi Games  ,High Voltage Software  ,0.08,0.0,,0.01,0.09
14907,Lost Heroes,3DS,2012.0,Role-Playing,,,Namco Bandai Games  ,Banpresto  ,,,0.09,,0.09
14908,Charlotte's Web,DS,2006.0,Action,,,Sega  ,Backbone Entertainment  ,0.08,0.0,,0.01,0.09
14909,1 vs. 100,DS,2008.0,Misc,,,DSI Games  ,ECI  ,0.08,,,0.01,0.09
14910,Astro Boy,PS2,2004.0,Action,,,Sega  ,Sonic Team  ,0.04,0.03,,0.01,0.09
14911,Monster Jam: Urban Assault,PSP,2008.0,Racing,,,Activision  ,Torus Games  ,0.08,0.0,,0.01,0.09
14912,Monster House,GBA,2006.0,Adventure,,,THQ  ,Artificial Mind and Movement  ,0.06,0.02,,0.0,0.09
14913,Wing Commander IV: The Price of Freedom,PS,1997.0,Simulation,,,Origin Systems  ,"Origin Systems, Inc.  ",0.05,0.03,,0.01,0.09
14914,Thomas & Friends: Hero of the Rails,DS,2010.0,Misc,,,Majesco  ,Barnstorm Games  ,0.0,0.07,,0.01,0.09
14915,MetropolisMania,PS2,2002.0,Strategy,6.8,,Natsume  ,Indi Software  ,0.04,0.03,,0.01,0.09
14916,Bomberman Land Touch!,DS,2006.0,Puzzle,,,Atlus  ,Hudson Soft  ,0.04,0.0,0.04,0.0,0.09
14917,Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs the Soulless Army,PS2,2006.0,Role-Playing,7.4,,Atlus  ,Atlus Co.  ,,,0.09,,0.09
14918,Bladestorm: Nightmare,XOne,2015.0,Action,,,Tecmo Koei  ,Omega Force  ,0.06,0.02,,0.01,0.08
14919,Dungeon Maker II: The Hidden War,PSP,2008.0,Role-Playing,,,UFO Interactive  ,Global A Entertainment  ,0.07,,,0.01,0.08
14920,Risen 3: Titan Lords,PS3,2014.0,Role-Playing,,,Deep Silver  ,Piranha Bytes  ,0.02,0.05,,0.01,0.08
14921,NCAA Football 08,XB,2007.0,Sports,,,EA Sports  ,EA Tiburon  ,0.06,0.02,,0.0,0.08
14922,Princess Maker 2,SAT,1995.0,Simulation,,,Micro Cabin  ,Gainax  ,,,0.08,0.0,0.08
14923,Ephemeral Fantasia,PS2,2001.0,Role-Playing,5.7,,Konami  ,Konami  ,0.04,0.03,,0.01,0.08
14924,SRS: Street Racing Syndicate,GC,2004.0,Racing,,,Namco  ,Eutechnyx  ,0.07,0.02,,0.0,0.08
14925,Winter Sports 2: The Next Challenge,PS2,2008.0,Sports,,,Conspiracy Entertainment  ,49Games  ,0.04,0.03,,0.01,0.08
14926,MXGP 3: The Official Motocross Videogame,NS,2017.0,Racing,,,Milestone S.r.l.  ,Milestone  ,0.06,0.02,,0.01,0.08
14927,Are You Smarter Than a 5th Grader? Back to School,DS,2010.0,Misc,,,THQ  ,THQ  ,0.08,,,0.01,0.08
14928,Aibou DS,DS,2009.0,Adventure,,,Tecmo  ,Tecmo  ,,,0.08,,0.08
14929,Animal Planet: Emergency Vets,DS,2009.0,Simulation,,,Activision  ,SilverBirch Studios  ,0.08,0.0,,0.01,0.08
14930,Tokimeki Memorial: Taisen Pazurudama,SAT,1996.0,Puzzle,,,Konami  ,Konami  ,,,0.08,0.0,0.08
14931,FIFA 18,PC,2017.0,Sports,8.0,,EA Sports  ,EA Vancouver  ,,0.08,,0.0,0.08
14932,Guilty Gear XX Accent Core Plus,PSP,2009.0,Fighting,,,Aksys Games  ,Arc System Works  ,0.03,0.01,0.04,0.01,0.08
14933,Beat Sketch!,PS3,2010.0,Misc,,,Sony Computer Entertainment  ,"Will Co., Ltd. Noisycroak  ",,,0.08,,0.08
14934,Monster Energy Supercross - The Official Videogame,XOne,2018.0,Racing,,,Milestone S.r.l.  ,Milestone S.r.l.  ,0.08,,,0.01,0.08
14935,America's Greatest Game Shows: Wheel of Fortune & Jeopardy!,XOne,2017.0,Misc,,,Ubisoft  ,Ubisoft  ,0.08,,,0.01,0.08
14936,Jaws: Ultimate Predator,Wii,2011.0,Action,,,Majesco  ,Tectonic Studios  ,0.08,,,0.01,0.08
14937,Bleach: Heat the Soul 5,PSP,2008.0,Fighting,,,Sony Computer Entertainment  ,Eighting  ,,,0.08,,0.08
14938,Nano Assault,3DS,2011.0,Shooter,6.0,,Majesco  ,Shin'en Multimedia  ,0.08,,,0.01,0.08
14939,Koudelka,PS,1999.0,Role-Playing,6.5,,SNK  ,Sacnoth  ,0.05,0.03,,0.01,0.08
14940,Exit,PSP,2006.0,Puzzle,7.9,,Ubisoft  ,Taito Corporation  ,0.07,0.0,,0.01,0.08
14941,IHRA Drag Racing: Sportsman Edition,PS2,2006.0,Racing,,,Bethesda Softworks  ,Bethesda Softworks  ,0.04,0.03,,0.01,0.08
14942,Virtua Fighter CG Portrait Series Vol.2: Jacky Bryant,SAT,1995.0,Misc,,,Sega  ,Sega-AM2  ,,,0.08,,0.08
14943,Famicom Mini: Famicom Mukashi Banashi - Shin Oniga Shima Zenkouhen,GBA,2004.0,Adventure,,,Nintendo  ,Pax Softonica  ,,,0.08,0.0,0.08
14944,Ski-Doo Snowmobile Challenge,Wii,2009.0,Racing,,,Valcon Games  ,ColdWood Interactive  ,0.08,,,0.01,0.08
14945,The Sims 3: Barnacle Bay,PC,2011.0,Simulation,,,Electronic Arts  ,Maxis  ,0.08,,,0.01,0.08
14946,America's Army: True Soldiers,X360,2007.0,Shooter,4.5,,Ubisoft  ,Red Storm Entertainment  ,0.08,,,0.01,0.08
14947,Lost Dimension,PS3,2015.0,Role-Playing,,,Atlus  ,Lancarse  ,0.06,0.01,0.0,0.01,0.08
14948,Ghostbusters (2016),PS4,2016.0,Action,,,Activision  ,FireForge Games  ,0.07,,,0.02,0.08
14949,How to Train Your Dragon 2,WiiU,2014.0,Action-Adventure,,,Little Orbit  ,Torus Games  ,0.03,0.05,,0.01,0.08
14950,Pachitte Chonmage Tatsujin 13: Pachinko Hissatsu Shigotojin III,PS2,2007.0,Misc,,,Hackberry  ,Hack Berry  ,,,0.08,,0.08
14951,Konami Classics Vol. 1,X360,2009.0,Misc,,,Konami  ,Konami  ,0.08,,,0.01,0.08
14952,Wreckin Crew,PS,1998.0,Racing,,,Telstar  ,Quickdraw Developments Ltd.  ,0.05,0.03,,0.01,0.08
14953,Theme Park,SAT,1995.0,Simulation,,,Electronic Arts  ,Bullfrog Production  ,,,0.08,,0.08
14954,Famicom Mini: Mario Bros.,GBA,2004.0,Platform,,,Nintendo  ,Nintendo EAD  ,,,0.08,0.0,0.08
14955,Rescue Heroes: Billy Blazes,GBA,2003.0,Action,,,Vivendi Games  ,WayForward Technologies  ,0.06,0.02,,0.0,0.08
14956,RockMan EXE 4.5 Real Operation,GBA,2004.0,Role-Playing,,,Capcom  ,Capcom  ,,,0.08,0.0,0.08
14957,Don King Boxing,DS,2009.0,Sports,,,2K Sports  ,Venom Games  ,0.06,0.02,,0.01,0.08
14958,Frantix,PSP,2005.0,Puzzle,5.4,,Sony Online Entertainment  ,Killer Game  ,0.08,0.0,,0.01,0.08
14959,Princess Isabella: A Witch's Curse,DS,2010.0,Adventure,,,GSP  ,Gogii Games  ,0.05,0.03,,0.01,0.08
14960,Agatha Christie's The ABC Murders,PS4,2016.0,Adventure,,,Unfinished Pixel  ,Artefacts Studio  ,0.05,0.02,,0.02,0.08
14961,Sega GT Online,XB,2004.0,Racing,,,Sega  ,Wow Entertainment  ,0.06,0.02,,0.0,0.08
14962,Derby Tsuku: Derby Uma o Tsukurou!,DC,2000.0,Sports,,,Sega  ,Sega  ,,,0.08,0.0,0.08
14963,Knights in the Nightmare,DS,2009.0,Role-Playing,7.5,,Atlus  ,Sting  ,0.06,,0.02,0.0,0.08
14964,TT Isle of Man: Ride on the Edge,XOne,2018.0,Racing,,,Big Ben Interactive  ,Kylotonn  ,0.05,0.03,,0.01,0.08
14965,Marvel Nemesis: Rise of the Imperfects,DS,2005.0,Fighting,,,Electronic Arts  ,Sensory Sweep Studios  ,0.08,0.0,,0.01,0.08
14966,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,GBA,2005.0,Adventure,,,Activision  ,Humagade  ,0.06,0.02,,0.0,0.08
14967,Nights of Azure,PSV,2016.0,Role-Playing,,,Tecmo Koei  ,Gust  ,,,0.08,,0.08
14968,Smart Bomb,PSP,2005.0,Puzzle,,,Eidos Interactive  ,Core Design Ltd.  ,0.07,,,0.01,0.08
14969,Deadliest Catch: Sea of Chaos,PS3,2010.0,Sports,,,Crave Entertainment  ,Double Tap  ,0.08,,,0.01,0.08
14970,Prisoner of War,XB,2002.0,Adventure,,,Codemasters  ,Wide Games  ,0.06,0.02,,0.0,0.08
14971,Blacksite: Area 51,PS3,2007.0,Shooter,,,Midway Games  ,Midway Studios Austin  ,0.07,0.01,,0.01,0.08
14972,Knights Contract,PS3,2011.0,Action,5.8,,Namco Bandai  ,Game Republic  ,0.04,0.03,,0.01,0.08
14973,S.C.A.R.S,PS,1998.0,Racing,,,Ubisoft  ,Vivid Image  ,0.05,0.03,,0.01,0.08
14974,The King of Fighters '98: Dream Match Never Ends,PS,1999.0,Fighting,,,SNK  ,SNK Corporation  ,0.05,0.03,,0.01,0.08
14975,Face Racers: Photo Finish,3DS,2011.0,Racing,,,Majesco  ,Renegade Kid  ,0.08,,,0.01,0.08
14976,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,PS3,2011.0,Action,,,THQ  ,THQ  ,0.04,0.04,,0.01,0.08
14977,Hammerin' Hero,PSP,2009.0,Action,7.0,,Atlus  ,Irem Software Engineering  ,0.07,,,0.01,0.08
14978,ESPN NFL PrimeTime 2002,PS2,2001.0,Sports,,,Konami  ,Farsight Technologies  ,0.04,0.03,,0.01,0.08
14979,Murder in Venice,DS,2011.0,Adventure,,,City Interactive  ,City Interactive  ,0.05,0.03,,0.01,0.08
14980,Warriors Orochi 3 Hyper,WiiU,2012.0,Action,,,Tecmo Koei  ,Koei  ,0.04,0.03,0.02,0.01,0.08
14981,Zoids: Legacy,GBA,2004.0,Role-Playing,,,Atari  ,Amedio  ,0.06,0.02,,0.0,0.08
14982,X Rebirth,PC,2013.0,Simulation,,,Egosoft  ,Egosoft  ,,0.08,,0.0,0.08
14983,Get Fit with Mel B,Wii,2011.0,Sports,,,Deep Silver  ,Lightning Fish  ,0.03,0.05,,0.01,0.08
14984,Kidou Senshi Gundam 00,DS,2008.0,Action,,,Namco Bandai  ,Bandai Namco Games  ,,,0.08,,0.08
14985,Kamen Rider Travelers Record,3DS,2013.0,Role-Playing,,,Bandai Namco Games  ,7thChord  ,,,0.08,,0.08
14986,Cloudy With a Chance of Meatballs,PSP,2009.0,Adventure,6.0,,Ubisoft  ,Ubisoft Shanghai  ,0.07,0.0,,0.01,0.08
14987,Dead Island Definitive Collection,XOne,2016.0,Action,,,Deep Silver  ,Techland  ,0.05,0.03,,0.01,0.08
14988,Ride 2,XOne,2017.0,Racing,,,Milestone S.r.l  ,Milestone S.r.l.  ,0.06,0.01,,0.01,0.08
14989,Shantae: Half-Genie Hero,PS4,2016.0,Platform,,,Xseed Games  ,Way Forward Technologies  ,0.06,,0.01,0.01,0.08
14990,Mad Dog McCree: Gunslinger Pack,Wii,2009.0,Shooter,,,Majesco  ,Digital Leisure  ,0.07,0.0,,0.01,0.08
14991,Onimusha Tactics,GBA,2003.0,Strategy,,,Capcom  ,Capcom  ,0.06,0.02,,0.0,0.08
14992,Bomberman Jetters,GC,2004.0,Puzzle,7.2,,Majesco  ,Hudson Soft  ,0.06,0.02,,0.0,0.08
14993,Gray Matter,PC,2011.0,Adventure,7.3,,Viva Media  ,Wizarbox Studios  ,0.02,0.05,,0.01,0.08
14994,TOCA Race Driver 3: The Ultimate Racing Simulator,PS2,2006.0,Racing,,,Codemasters  ,Codemasters  ,0.04,0.03,,0.01,0.08
14995,Harvey Birdman: Attorney at Law,Wii,2008.0,Adventure,,,Capcom  ,High Voltage Software  ,0.08,,,0.01,0.08
14996,Cartoon Network: Battle Crashers,NS,2017.0,Action,,,GameMill Entertainment  ,Magic Pockets  ,0.04,0.04,,0.01,0.08
14997,Samurai Warriors Chronicles 3,3DS,2015.0,Action,,,Tecmo Koei  ,Omega Force  ,,,0.08,,0.08
