Name,Platform,Year,Genre,Critic_Score,Publisher,Developer,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Total_Sales
BioShock 2,PS3,2010,Shooter,8.5,2K Games  ,2K Marin  ,0.85,0.46,0.02,0.22,1.55
007: The World is Not Enough,N64,2000,Shooter,7.4,Electronic Arts  ,Eurocom Entertainment Software  ,1.13,0.38,0.02,0.03,1.5599999999999998
Dragon Ball: Xenoverse 2,NS,2017,Action,8.0,Namco Bandai Games  ,Dimps Corporation  ,0.17,0.16,0.19,0.03,0.55
Go Vacation,Wii,2011,Misc,7.0,Namco Bandai  ,Namco Bandai Games  ,0.42,0.66,0.33,0.13,1.54
Dark Cloud,PS2,2001,Role-Playing,8.2,Sony Computer Entertainment  ,Level 5  ,0.83,0.44,0.08,0.19,1.54
SoulCalibur IV,X360,2008,Fighting,8.3,Namco Bandai  ,Project Soul  ,0.92,0.43,0.07,0.15,1.57
Pokémon Ranger: Guardian Signs,DS,2010,Role-Playing,6.5,Nintendo  ,Creatures Inc.  ,0.5,0.17,0.58,0.05,1.3
Mario vs. Donkey Kong 2: March of the Minis,DS,2006,Puzzle,7.7,Nintendo  ,Nintendo Software Technology Corporation  ,0.73,0.03,0.36,0.07,1.1900000000000002
Forza Motorsport 7,XOne,2017,Racing,8.9,Microsoft Studios  ,Turn 10 Studios  ,0.58,0.81,0.01,0.12,1.52
Call of Duty 3,PS3,2006,Shooter,7.7,Activision  ,Treyarch  ,0.6,0.63,0.03,0.26,1.52
SoulCalibur II,GC,2003,Fighting,9.2,Namco  ,Namco  ,0.99,0.32,0.11,0.08,1.5000000000000002
Metal Gear Rising: Revengeance,PS3,2013,Action,9.0,Konami Digital Entertainment  ,PlatinumGames  ,0.47,0.41,0.44,0.18,1.4999999999999998
Crackdown,X360,2007,Shooter,8.4,Microsoft Game Studios  ,Realtime Worlds  ,1.0,0.53,0.03,0.18,1.74
Dirge of Cerberus: Final Fantasy VII,PS2,2006,Shooter,5.7,Square Enix  ,Square Enix  ,0.47,0.37,0.52,0.12,1.48
Heavenly Sword,PS3,2007,Action,8.0,Sony Computer Entertainment  ,Ninja Theory  ,0.57,0.73,0.06,0.29,1.65
Sonic Colors,DS,2010,Platform,8.2,Sega  ,Sonic Team  ,0.69,0.48,0.01,0.12,1.2999999999999998
SoulCalibur II,PS2,2003,Fighting,9.1,Namco  ,Namco  ,1.06,0.62,0.13,0.25,2.06
Turok 2: Seeds of Evil,N64,1998,Shooter,9.0,Acclaim Entertainment  ,Iguana Entertainment  ,1.37,0.41,0.04,0.04,1.86
WWF No Mercy,N64,2000,Fighting,9.1,THQ  ,Aki Corp.  ,1.2,0.27,0.02,0.02,1.51
Mafia II,PS3,2010,Action,7.0,2K Games  ,Illusion Softworks  ,0.5,0.7,0.04,0.25,1.49
Dead Rising 2,X360,2010,Action,8.2,Capcom  ,Blue Castle Games  ,0.75,0.53,0.09,0.13,1.5
Resistance 3,PS3,2011,Shooter,8.3,Sony Computer Entertainment  ,Insomniac Games  ,0.64,0.57,0.05,0.22,1.48
Banjo-Tooie,N64,2000,Platform,9.3,Nintendo  ,Rare Ltd.  ,0.82,0.36,0.25,0.06,1.49
Pokémon Mystery Dungeon: Explorers of Sky,DS,2009,Role-Playing,5.7,Nintendo  ,ChunSoft  ,0.57,0.43,0.44,0.12,1.56
Final Fight,SNES,1991,Action,10.0,Capcom  ,Capcom  ,0.67,0.17,0.69,0.03,1.56
Professor Layton and the Mask of Miracle,3DS,2012,Puzzle,8.4,Nintendo  ,Level 5  ,0.32,1.05,0.36,0.11,1.84
SoulCalibur IV,PS3,2008,Fighting,8.4,Namco Bandai  ,Project Soul  ,0.72,0.4,0.14,0.2,1.4600000000000002
007: Quantum of Solace,X360,2008,Shooter,6.6,Activision  ,Treyarch  ,0.82,0.51,0.01,0.14,1.48
Kirby & the Amazing Mirror,GBA,2004,Platform,7.9,Nintendo  ,Flagship  ,0.8,0.05,0.76,0.03,1.6400000000000001
Mario Golf,N64,1999,Sports,9.0,Nintendo  ,Camelot Software Planning  ,0.62,0.18,0.65,0.02,1.4700000000000002
Minecraft,WiiU,2016,Misc,5.5,Mojang  ,4J Studios  ,0.5,0.49,0.38,0.09,1.4600000000000002
Fight Night Round 3,X360,2006,Fighting,8.6,EA Sports  ,EA Chicago  ,1.33,0.03,0.01,0.1,1.4700000000000002
Super Monkey Ball,GC,2001,Puzzle,9.0,Sega  ,Amusement Vision  ,0.95,0.37,0.1,0.04,1.46
Battlefield: Bad Company,X360,2008,Shooter,8.6,Electronic Arts  ,EA Digital Illusions CE  ,0.81,0.46,0.04,0.15,1.46
Mass Effect 2,PS3,2011,Role-Playing,9.3,Electronic Arts  ,BioWare Edmonton  ,0.78,0.46,0.03,0.18,1.45
Homefront,X360,2011,Shooter,6.7,THQ  ,Kaos Studios  ,0.83,0.48,0.02,0.12,1.4500000000000002
Resident Evil Outbreak,PS2,2004,Action,7.1,Capcom  ,Capcom Production Studio 1  ,0.54,0.35,0.46,0.1,1.4500000000000002
The House of the Dead 2 & 3 Return,Wii,2008,Shooter,6.5,Sega  ,Sega  ,0.77,0.5,0.03,0.15,1.45
BioShock,PS3,2008,Shooter,9.3,2K Games  ,2K Boston / 2K Australia / 2K Marin  ,0.75,0.48,0.01,0.21,1.45
WWE SmackDown vs Raw 2008,X360,2007,Fighting,7.3,THQ  ,Yuke's Media Creations  ,0.92,0.38,0.0,0.13,1.4300000000000002
Kinect Joy Ride,X360,2010,Racing,5.6,Microsoft Game Studios  ,Big Park  ,0.92,0.39,0.0,0.12,1.4300000000000002
The Legend of Zelda: Twilight Princess,GC,2006,Adventure,9.5,Nintendo  ,Nintendo EAD  ,1.15,0.36,0.04,0.04,1.5899999999999999
SoulCalibur III,PS2,2005,Fighting,8.5,Namco  ,Namco  ,0.74,0.15,0.13,0.05,1.07
Nintendo Labo: Toy-Con 01 Variety Kit,NS,2018,Misc,7.7,Nintendo  ,Nintendo EPD  ,0.44,0.34,0.27,0.07,1.12
Pokémon XD: Gale of Darkness,GC,2005,Role-Playing,6.9,Nintendo  ,Genius Sonority Inc.  ,0.71,0.19,0.31,0.03,1.24
Sonic Heroes,GC,2004,Platform,7.2,Sega  ,Sonic Team  ,1.05,0.44,0.06,0.04,1.59
Super Metroid,SNES,1994,Adventure,8.0,Nintendo  ,Intelligent Systems  ,0.57,0.12,0.71,0.02,1.42
UFC Undisputed 2010,PS3,2010,Fighting,8.4,THQ  ,Yuke's Future Media Creators  ,0.8,0.4,0.02,0.19,1.4100000000000001
Rayman Raving Rabbids,Wii,2006,Misc,7.5,Ubisoft  ,Ubisoft Montpellier  ,1.22,0.07,0.02,0.11,1.4200000000000002
Metroid Prime 3: Corruption,Wii,2007,Shooter,9.0,Nintendo  ,Retro Studios  ,0.89,0.74,0.07,0.09,1.79
Style Savvy: Fashion Forward,3DS,2016,Simulation,6.5,Nintendo  ,syn Sophia  ,0.08,0.67,0.03,0.05,0.8300000000000001
Bravely Default: Flying Fairy,3DS,2014,Role-Playing,8.2,Nintendo  ,Square Enix  ,0.5,0.34,0.49,0.08,1.4100000000000001
Pokémon Rumble Blast,3DS,2011,Action,5.3,Nintendo  ,Ambrella  ,0.47,0.26,0.35,0.07,1.1500000000000001
Resident Evil - Code: Veronica X,PS2,2001,Action,8.4,Capcom  ,Capcom  ,1.08,0.7,0.34,0.21,2.33
Star Ocean: Till The End of Time,PS2,2004,Role-Playing,7.8,Square Enix  ,tri-Ace  ,0.8,0.21,0.55,0.15,1.71
Sonic Generations,X360,2011,Platform,7.7,Sega  ,Sonic Team  ,0.71,0.54,0.0,0.13,1.38
Ace Combat 6: Fires of Liberation,X360,2007,Simulation,8.1,Namco Bandai  ,Namco Bandai Games  ,0.69,0.04,0.22,0.07,1.02
Far Cry 2,PS3,2008,Shooter,8.4,Ubisoft  ,Ubisoft Montreal  ,0.43,0.69,0.01,0.26,1.39
Deus Ex: Human Revolution,X360,2011,Shooter,8.8,Square Enix  ,Eidos Montreal  ,0.77,0.47,0.02,0.12,1.38
Pokémon Mystery Dungeon: Gates to Infinity,3DS,2013,Role-Playing,5.9,Nintendo  ,Spike Chunsoft  ,0.44,0.32,0.47,0.07,1.3
Deus Ex: Human Revolution,PS3,2011,Shooter,8.8,Square Enix  ,Eidos Montreal  ,0.5,0.6,0.07,0.22,1.3900000000000001
Crysis 2,X360,2011,Shooter,8.7,Electronic Arts  ,Crytek  ,0.73,0.5,0.02,0.13,1.38
Dead Rising 2,PS3,2010,Action,8.1,Capcom  ,Blue Castle Games  ,0.43,0.57,0.15,0.22,1.3699999999999999
Captain Toad: Treasure Tracker,WiiU,2014,Puzzle,7.7,Nintendo  ,Nintendo EAD Tokyo  ,0.64,0.46,0.2,0.11,1.4100000000000001
Paper Mario,N64,2001,Role-Playing,9.1,Nintendo  ,Intelligent Systems  ,0.58,0.18,0.59,0.02,1.37
Need for Speed: The Run,X360,2011,Racing,5.5,Electronic Arts  ,EA Black Box  ,0.63,0.57,0.0,0.16,1.3599999999999999
Wolfenstein II: The New Colossus,PS4,2017,Shooter,9.0,Bethesda Softworks  ,MachineGames  ,0.55,0.58,0.01,0.22,1.3599999999999999
Kid Icarus: Uprising,3DS,2012,Action,8.0,Nintendo  ,Project Sora  ,0.48,0.36,0.37,0.07,1.28
The Legend of Zelda: Tri Force Heroes,3DS,2015,Adventure,7.4,Nintendo  ,GREZZO  ,0.61,0.34,0.19,0.09,1.23
Gardening Mama,DS,2009,Puzzle,6.6,Majesco  ,Taito Corporation  ,0.79,0.42,0.01,0.13,1.35
Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011,Fighting,8.2,Capcom  ,Capcom  ,0.81,0.28,0.11,0.15,1.35
Metroid: Other M,Wii,2010,Action,7.7,Nintendo  ,Nintendo SPD Production Group 1/Team Ninja  ,0.85,0.28,0.13,0.1,1.3599999999999999
Burnout Paradise,X360,2008,Racing,8.9,Electronic Arts  ,Criterion  ,0.63,0.57,0.01,0.14,1.35
Kirby Air Ride,GC,2003,Racing,6.4,Nintendo  ,HAL Laboratory  ,1.01,0.11,0.45,0.04,1.61
Resident Evil,GC,2002,Action,8.9,Capcom  ,Capcom  ,0.63,0.38,0.35,0.05,1.41
FIFA Soccer 09,PSP,2008,Sports,8.1,EA Sports  ,EA Canada  ,0.23,0.73,0.02,0.37,1.35
Tom Clancy's Rainbow Six: Vegas 2,PS3,2008,Shooter,8.2,Ubisoft  ,Ubisoft Montreal  ,0.66,0.45,0.04,0.2,1.35
Devil May Cry 4,X360,2008,Action,8.5,Capcom  ,Capcom  ,0.79,0.34,0.08,0.13,1.3400000000000003
F1 2010,PS3,2010,Racing,8.0,Codemasters  ,Codemasters Birmingham  ,0.25,0.75,0.08,0.26,1.34
The ICO & Shadow of the Colossus Collection,PS3,2011,Adventure,9.0,Sony Computer Entertainment  ,Bluepoint Games  ,0.67,0.36,0.13,0.18,1.34
Donkey Kong Jungle Beat,GC,2005,Platform,7.9,Nintendo  ,Nintendo EAD Tokyo  ,0.84,0.22,0.24,0.04,1.34
Need for Speed Carbon,PS2,2006,Racing,7.7,Electronic Arts  ,EA Black Box  ,1.22,0.05,0.05,0.01,1.33
Battlefield: Bad Company,PS3,2008,Shooter,8.6,Electronic Arts  ,EA Digital Illusions CE  ,0.76,0.36,0.05,0.17,1.34
Crysis 2,PS3,2011,Shooter,8.8,Electronic Arts  ,Crytek  ,0.48,0.57,0.06,0.22,1.3299999999999998
Alan Wake,X360,2010,Action,8.3,Microsoft Game Studios  ,Remedy Entertainment  ,0.66,0.5,0.05,0.12,1.33
Spider-Man: The Movie,GBA,2002,Platform,7.9,Activision  ,Digital Eclipse  ,0.92,0.35,0.01,0.05,1.33
Tony Hawk's Pro Skater,GB,2000,Sports,7.1,Activision  ,Natsume  ,0.9,0.38,0.01,0.05,1.34
Grand Theft Auto: Chinatown Wars,DS,2009,Adventure,9.5,Rockstar Games  ,Rockstar Leeds/North  ,0.58,0.56,0.05,0.14,1.33
WWE SmackDown vs Raw 2008,PS3,2007,Fighting,7.3,THQ  ,Yuke's Media Creations  ,0.62,0.5,0.01,0.2,1.33
UFC Undisputed 2010,X360,2010,Fighting,8.6,THQ  ,Yuke's Future Media Creators  ,0.9,0.31,0.0,0.11,1.32
Fallout 76,PS4,2018,Role-Playing,5.1,Bethesda Softworks  ,Bethesda Game Studios  ,0.52,0.49,0.1,0.2,1.31
Need for Speed Underground Rivals,PSP,2005,Racing,7.6,Electronic Arts  ,Team Fusion  ,0.69,0.38,0.02,0.24,1.3299999999999998
MAG: Massive Action Game,PS3,2010,Shooter,7.4,Sony Computer Entertainment  ,Zipper Interactive  ,0.77,0.3,0.09,0.16,1.32
Rage,PS3,2011,Shooter,7.9,Bethesda Softworks  ,id Software  ,0.47,0.59,0.06,0.2,1.32
NBA Live 07,PS2,2006,Sports,6.3,EA Sports  ,EA Canada  ,1.07,0.04,0.02,0.17,1.3
Devil May Cry 3: Dante's Awakening,PS2,2005,Action,8.6,Capcom  ,Capcom  ,0.99,0.63,0.29,0.19,2.1
Final Fantasy: Crystal Chronicles,GC,2004,Role-Playing,7.7,Nintendo  ,Square Enix  ,0.72,0.38,0.36,0.04,1.5
Kingdom Hearts 3D: Dream Drop Distance,3DS,2012,Role-Playing,7.5,Square Enix  ,Square Enix  ,0.88,0.27,0.34,0.1,1.59
Kingdom Hearts HD II.8 Final Chapter Prologue,PS4,2017,Role-Playing,7.6,Square Enix  ,Square-Enix  ,0.57,0.25,0.2,0.17,1.19
Monster Hunter Freedom,PSP,2006,Role-Playing,7.0,Capcom  ,Capcom  ,0.24,0.04,1.03,0.04,1.35
Resident Evil: The Umbrella Chronicles,Wii,2007,Shooter,7.5,Capcom  ,Cavia Inc.  ,0.67,0.43,0.29,0.14,1.5300000000000002
SaGa Frontier,PS,1998,Role-Playing,8.0,Sony Computer Entertainment  ,SquareSoft  ,0.15,0.04,1.07,0.09,1.35
Super Street Fighter IV: 3D Edition,3DS,2011,Fighting,8.5,Capcom  ,Capcom  ,0.55,0.45,0.14,0.09,1.2300000000000002
Xenogears,PS,1998,Role-Playing,7.8,Square  ,SquareSoft  ,0.29,0.19,0.89,0.1,1.4700000000000002
The Last Guardian,PS4,2016,Action-Adventure,7.9,Sony Interactive Entertainment  ,SIE Japan Studio  ,0.4,0.58,0.13,0.19,1.2999999999999998
Need for Speed Carbon,Wii,2006,Racing,6.4,Electronic Arts  ,EA Black Box  ,0.45,0.66,0.02,0.15,1.28
Castlevania: Symphony of the Night,PS,1997,Platform,9.3,Konami  ,Konami Computer Entertainment Tokyo  ,0.58,0.4,0.21,0.08,1.27
WWE '12,X360,2011,Fighting,7.5,THQ  ,"Yuke's Co., Ltd.  ",0.74,0.4,0.0,0.12,1.2600000000000002
Mario Golf: Toadstool Tour,GC,2003,Sports,8.1,Nintendo  ,Camelot Software Planning  ,1.09,0.15,0.25,0.04,1.53
Pikmin 3,WiiU,2013,Strategy,8.7,Nintendo  ,Nintendo EAD  ,0.47,0.38,0.29,0.08,1.22
.hack//Infection Part 1,PS2,2003,Role-Playing,7.7,Bandai  ,CyberConnect2  ,0.49,0.38,0.26,0.13,1.2599999999999998
Tomb Raider: Underworld,PS3,2008,Adventure,7.8,Eidos Interactive  ,Crystal Dynamics  ,0.45,0.55,0.05,0.21,1.26
SOCOM: U.S. Navy SEALs Confrontation,PS3,2008,Shooter,6.3,Sony Computer Entertainment  ,Slant Six Games  ,0.94,0.17,0.02,0.14,1.27
Assassin's Creed: Bloodlines,PSP,2009,Action,6.3,Ubisoft  ,Griptonite Studio  ,0.43,0.5,0.05,0.28,1.26
Dead or Alive 4,X360,2005,Fighting,8.6,Tecmo  ,Team Ninja  ,0.3,0.03,0.1,0.03,0.45999999999999996
Resident Evil Zero,GC,2002,Action,8.2,Capcom  ,Capcom Production Studio 3 / Flagship  ,0.54,0.27,0.45,0.04,1.3
Need for Speed: Most Wanted,X360,2005,Racing,8.4,Electronic Arts  ,Electronic Arts  ,1.0,0.13,0.02,0.1,1.25
Black,PS2,2006,Shooter,7.7,Electronic Arts  ,Criterion Games  ,1.01,0.04,0.03,0.16,1.24
Cars 2,DS,2011,Racing,6.5,Disney Interactive Studios  ,Avalanche Software  ,0.68,0.41,0.04,0.12,1.25
Need for Speed Carbon,PS3,2006,Racing,7.8,Electronic Arts  ,EA Black Box  ,0.49,0.51,0.03,0.2,1.23
2010 FIFA World Cup South Africa,PS3,2010,Sports,8.2,EA Sports  ,EA Canada  ,0.3,0.64,0.07,0.22,1.23
Donkey Kong Country 2,GBA,2004,Platform,7.6,Nintendo  ,Rare Ltd.  ,0.79,0.27,0.12,0.04,1.2200000000000002
Star Wars Battlefront II,PSP,2005,Shooter,6.9,LucasArts  ,Savage Entertainment  ,1.05,0.06,0.01,0.1,1.2200000000000002
Intelligent Qube,PS,1997,Puzzle,7.4,Sony Computer Entertainment  ,Sony Computer Entertainment  ,0.13,0.07,1.0,0.02,1.22
Kirby: Mass Attack,DS,2011,Platform,8.4,Nintendo  ,HAL Laboratory  ,0.48,0.06,0.41,0.05,1.0
Miitopia,3DS,2017,Role-Playing,6.6,Nintendo  ,Nintendo EPD  ,0.3,0.54,0.26,0.07,1.1700000000000002
Bayonetta,PS3,2010,Action,8.6,Sega  ,PlatinumGames  ,0.44,0.4,0.21,0.16,1.21
Super Monkey Ball: Banana Blitz,Wii,2006,Misc,7.3,Sega  ,Sega  ,1.05,0.91,0.04,0.24,2.24
FIFA Soccer 11,PSP,2010,Sports,7.0,EA Sports  ,HB Studios  ,0.13,0.7,0.01,0.36,1.2
F1 2011,PS3,2011,Racing,8.4,Codemasters  ,Codemasters Birmingham  ,0.12,0.75,0.11,0.23,1.21
Metal Gear Solid V: Ground Zeroes,PS4,2014,Action-Adventure,7.6,Konami Digital Entertainment  ,Kojima Productions  ,0.36,0.5,0.17,0.17,1.2
Dino Crisis 2,PS,2000,Action,8.8,Capcom  ,Capcom Production Studio 4  ,0.34,0.49,0.28,0.1,1.2100000000000002
Final Fantasy IV,DS,2008,Role-Playing,8.5,Square Enix  ,Matrix Software  ,0.51,0.04,0.62,0.05,1.22
Ninja Gaiden,XB,2004,Action,9.4,Tecmo  ,Team Ninja  ,0.92,0.2,0.07,0.04,1.2300000000000002
Shenmue,DC,2000,Adventure,8.9,Sega  ,Sega-AM2  ,0.52,0.24,0.38,0.04,1.1800000000000002
Sonic and the Black Knight,Wii,2009,Platform,4.8,Sega  ,Sonic Team  ,0.66,0.34,0.01,0.11,1.12
Shadow of the Colossus,PS4,2018,Action-Adventure,9.3,Sony Interactive Entertainment  ,Bluepoint Games  ,0.44,0.52,0.05,0.19,1.2
God of War: Ghost of Sparta,PSP,2010,Action,8.3,Sony Computer Entertainment  ,Ready at Dawn  ,0.41,0.36,0.03,0.21,1.01
Mario & Sonic at the London 2012 Olympic Games,3DS,2012,Sports,6.5,Sega  ,Sega  ,0.18,0.66,0.27,0.08,1.1900000000000002
Metal Gear Solid: Portable Ops,PSP,2006,Action,8.7,Konami  ,Kojima Productions  ,0.38,0.35,0.38,0.09,1.2
Spider-Man: The Movie,GC,2002,Action,7.6,Activision  ,Treyarch  ,0.86,0.27,0.01,0.04,1.18
Donkey Konga,GC,2004,Misc,7.3,Nintendo  ,Namco  ,0.5,0.16,0.46,0.03,1.1500000000000001
Red Dead Redemption: Undead Nightmare,PS3,2010,Action,10.0,Rockstar Games  ,Rockstar San Diego  ,0.47,0.45,0.06,0.19,1.17
WWE '12,PS3,2011,Fighting,9.0,THQ  ,"Yuke's Co., Ltd.  ",0.53,0.45,0.02,0.17,1.17
Mission: Impossible,N64,1998,Action,6.6,Ocean  ,Infogrames  ,0.74,0.38,0.02,0.03,1.1700000000000002
WWE SmackDown vs. Raw 2010,PS3,2009,Fighting,8.1,THQ  ,JAKKS Pacific  ,0.48,0.48,0.01,0.19,1.16
Army of Two,PS3,2008,Shooter,7.4,Electronic Arts  ,EA Montreal  ,0.74,0.26,0.02,0.15,1.17
Sunset Overdrive,XOne,2014,Action,8.0,Microsoft Studios  ,Insomniac Games  ,0.64,0.42,0.0,0.1,1.1600000000000001
Ace Combat 3: Electrosphere,PS,2000,Simulation,7.6,Namco  ,Namco  ,0.22,0.15,0.4,0.05,0.8200000000000001
Bushido Blade,PS,1997,Fighting,8.2,Sony Computer Entertainment  ,Light Weight  ,0.39,0.27,0.43,0.08,1.1700000000000002
Mirror's Edge,X360,2008,Platform,7.6,Electronic Arts  ,EA Digital Illusions CE  ,0.51,0.51,0.01,0.12,1.15
Jet Force Gemini,N64,1999,Shooter,8.1,Rare  ,Rare Ltd.  ,0.78,0.28,0.07,0.02,1.1500000000000001
Mario Power Tennis,GC,2004,Sports,8.1,Nintendo  ,Camelot Software Planning  ,0.58,0.16,0.46,0.03,1.23
Pokken Tournament DX,NS,2017,Fighting,8.0,Nintendo  ,Namco Bandai Games  ,0.79,0.47,0.32,0.12,1.7000000000000002
Tekken 6,PSP,2009,Fighting,8.2,Namco Bandai  ,Namco Bandai Games  ,0.15,0.04,0.1,0.03,0.32000000000000006
The Legend of Zelda: Twilight Princess HD,WiiU,2016,Action-Adventure,8.4,Nintendo  ,Tantalus Interactive  ,0.67,0.37,0.1,0.1,1.2400000000000002
Medal of Honor Heroes 2,PSP,2007,Shooter,6.6,Electronic Arts  ,Team Fusion  ,0.5,0.39,0.02,0.25,1.1600000000000001
FIFA Soccer 10,PSP,2009,Sports,7.9,EA Sports  ,EA Canada  ,0.16,0.68,0.01,0.31,1.1600000000000001
The Elder Scrolls V: Skyrim,NS,2017,Role-Playing,8.6,Bethesda Softworks  ,Bethesda Softworks  ,0.67,0.32,0.06,0.1,1.1500000000000001
Dragon Quest VIII: Journey of the Cursed King,3DS,2017,Role-Playing,8.8,Nintendo  ,Level 5 / Armor Project  ,0.14,0.11,0.88,0.02,1.15
Ratchet & Clank: All 4 One,PS3,2011,Platform,7.5,Sony Computer Entertainment  ,Insomniac Games  ,0.75,0.22,0.05,0.13,1.15
LEGO City Undercover,WiiU,2013,Action,7.5,Nintendo  ,TT Fusion  ,0.5,0.52,0.13,0.09,1.24
Ninja Gaiden II,X360,2008,Action,8.2,Microsoft  ,Team Ninja  ,0.65,0.22,0.05,0.1,1.02
Super Street Fighter IV,PS3,2010,Fighting,9.3,Capcom  ,Capcom / Dimps Corporation  ,0.68,0.33,0.18,0.15,1.3399999999999999
007: Quantum of Solace,PS3,2008,Shooter,6.6,Activision  ,Treyarch  ,0.43,0.51,0.02,0.19,1.15
Shadow of the Colossus,PS2,2005,Adventure,9.1,Sony Computer Entertainment  ,Team ICO  ,0.78,0.03,0.2,0.13,1.1400000000000001
Brave Fencer Musashi,PS,1998,Role-Playing,8.4,Square  ,SquareSoft  ,0.25,0.17,0.65,0.07,1.1400000000000001
Hot Shots Golf: Out of Bounds,PS3,2008,Sports,8.3,Sony Computer Entertainment  ,Clap Hanz  ,0.31,0.03,0.76,0.04,1.1400000000000001
Punch-Out!!,Wii,2009,Fighting,8.7,Nintendo  ,Next Level Games  ,0.0,0.17,0.05,0.04,0.26
Resident Evil - Code: Veronica,DC,2000,Action,9.2,Capcom  ,Capcom  ,0.41,0.23,0.47,0.03,1.14
Tales of Destiny,PS,1998,Role-Playing,6.2,Namco  ,Wolfteam  ,0.09,0.06,0.83,0.07,1.05
Mirror's Edge,PS3,2008,Platform,7.7,Electronic Arts  ,EA Digital Illusions CE  ,0.31,0.59,0.02,0.21,1.13
Rocksmith,X360,2011,Misc,8.0,Ubisoft  ,Ubisoft  ,0.85,0.19,0.01,0.08,1.1300000000000001
Plants vs Zombies: Garden Warfare,X360,2014,Shooter,8.0,Electronic Arts  ,PopCap Games  ,0.54,0.5,0.0,0.09,1.1300000000000001
Resident Evil Director's Cut,PS,1997,Action,8.3,Capcom  ,Capcom  ,1.82,1.24,0.47,0.25,3.7800000000000002
Rocksmith,PS3,2011,Misc,8.0,Ubisoft  ,Ubisoft  ,0.53,0.38,0.09,0.13,1.13
ModNation Racers,PS3,2010,Racing,8.1,Sony Computer Entertainment  ,United Front Games  ,0.5,0.4,0.06,0.16,1.1199999999999999
SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005,Shooter,7.9,Sony Computer Entertainment  ,Zipper Interactive  ,1.03,0.0,0.01,0.08,1.12
Golden Sun: The Lost Age,GBA,2003,Role-Playing,8.3,Nintendo  ,Camelot Software Planning  ,0.61,0.27,0.27,0.07,1.22
Pikmin 2,GC,2004,Strategy,9.1,Nintendo  ,Nintendo EAD  ,0.48,0.13,0.56,0.03,1.2
Dragon Age II,X360,2011,Role-Playing,8.0,Electronic Arts  ,BioWare Corp.  ,0.72,0.29,0.01,0.09,1.11
Crackdown 2,X360,2010,Shooter,7.5,Microsoft Game Studios  ,Ruffian Games  ,0.63,0.36,0.02,0.1,1.11
Crash Bandicoot N. Sane Trilogy,NS,2018,Platform,6.0,Activision  ,Toys for Bob  ,0.44,0.57,0.02,0.09,1.12
Castlevania: Lords of Shadow,PS3,2010,Action,8.1,Konami  ,Mercury Steam  ,0.5,0.37,0.1,0.15,1.1199999999999999
Fantasy Life,3DS,2014,Role-Playing,6.9,Nintendo  ,Level 5/Brownie Brown  ,0.28,0.38,0.37,0.06,1.09
Red Dead Redemption: Undead Nightmare,X360,2010,Action,10.0,Rockstar Games  ,Rockstar San Diego  ,0.61,0.38,0.02,0.1,1.11
Chrono Trigger,DS,2008,Role-Playing,9.2,Square Enix  ,Square Enix  ,0.61,0.17,0.49,0.08,1.35
F-Zero X,N64,1998,Racing,8.5,Nintendo  ,Nintendo EAD  ,0.45,0.33,0.29,0.03,1.1
Madden NFL 07,X360,2006,Sports,8.2,EA Sports  ,EA Tiburon  ,1.66,0.0,0.01,0.13,1.7999999999999998
Metroid Prime 2: Echoes,GC,2004,Shooter,9.2,Nintendo  ,Retro Studios  ,0.87,0.35,0.07,0.04,1.33
Ninja Gaiden Sigma,PS3,2007,Action,8.8,Tecmo  ,Team Ninja  ,0.57,0.32,0.09,0.16,1.14
FIFA 18,NS,2017,Sports,5.8,EA Sports  ,EA Vancouver  ,0.35,0.55,0.13,0.07,1.1
GRID,PS3,2008,Racing,8.6,Codemasters  ,Codemasters  ,0.31,0.57,0.03,0.19,1.0999999999999999
Star Ocean: The Second Story,PS,1999,Role-Playing,8.2,Sony Computer Entertainment  ,tri-Ace  ,0.26,0.1,0.72,0.02,1.1
Untold Legends: Brotherhood of the Blade,PSP,2005,Role-Playing,6.5,Sony Online Entertainment  ,Sony Online Entertainment  ,0.54,0.33,0.01,0.22,1.1
Ace Combat 2,PS,1997,Simulation,8.5,Namco  ,Namco  ,0.16,0.11,0.56,0.06,0.8900000000000001
Bully: Scholarship Edition,X360,2008,Action,8.1,Rockstar Games  ,Rockstar Vancouver/Mad Doc Software  ,0.53,0.42,0.03,0.11,1.09
Skate 2,X360,2009,Sports,8.2,Electronic Arts  ,EA Black Box  ,0.82,0.17,0.01,0.09,1.09
Dante's Inferno,PS3,2010,Action,7.3,Electronic Arts  ,Visceral Games  ,0.64,0.28,0.04,0.12,1.08
Virtua Fighter 5,PS3,2007,Fighting,8.7,Sega  ,Sega-AM2  ,0.29,0.52,0.08,0.2,1.09
Pro Evolution Soccer 2014,PS3,2013,Sports,8.3,Konami Digital Entertainment  ,Konami  ,0.03,0.46,0.51,0.08,1.08
Mario & Luigi: Paper Jam,3DS,2016,Role-Playing,7.4,Nintendo  ,AlphaDream Corporation  ,0.2,0.33,0.27,0.04,0.8400000000000001
Metroid Prime Hunters,DS,2006,Shooter,8.4,Nintendo  ,Nintendo Software Technology Corporation  ,0.57,0.04,0.11,0.06,0.78
