Name,Platform,Year,Genre,Critic_Score,Publisher,Developer,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Total_Sales
Resident Evil VII: Biohazard,XOne,2017,Action,7.9,Capcom  ,Capcom  ,0.51,0.3,0.0,0.08,0.89
Sonic Unleashed,PS3,2008,Platform,5.3,Sega  ,Sonic Team  ,0.56,0.32,0.01,0.14,1.0300000000000002
Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007,Fighting,7.5,Atari  ,Spike / Bandai Namco Games  ,0.32,0.36,0.26,0.08,1.02
Shrek 2,GC,2004,Platform,6.9,Activision  ,"Luxoflux, Inc.  ",0.73,0.26,0.01,0.03,1.03
We Ski,Wii,2008,Sports,7.1,Namco Bandai  ,Bandai Namco Games  ,0.97,0.41,0.14,0.15,1.67
Bulletstorm,X360,2011,Shooter,8.5,Electronic Arts  ,People Can Fly  ,0.61,0.32,0.01,0.08,1.02
F1 2012,PS3,2012,Racing,7.9,Codemasters  ,Codemasters Birmingham  ,0.12,0.65,0.05,0.18,1.0
EyePet,PS3,2010,Simulation,6.9,Sony Computer Entertainment  ,SCEE London Studio  ,0.37,0.52,0.04,0.09,1.02
Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010,Fighting,7.3,Namco Bandai  ,CyberConnect2  ,0.42,0.47,0.15,0.17,1.2099999999999997
Prince of Persia,X360,2008,Adventure,8.2,Ubisoft  ,Ubisoft Montreal  ,0.54,0.34,0.02,0.1,1.0000000000000002
NBA 2K10,X360,2009,Sports,8.4,2K Sports  ,Visual Concepts  ,0.91,0.02,0.0,0.08,1.01
Breath of Fire III,PS,1998,Role-Playing,7.6,Capcom  ,Capcom  ,0.29,0.19,0.46,0.07,1.01
Rayman Origins,PS3,2011,Platform,8.5,Ubisoft  ,Ubisoft  ,0.33,0.5,0.01,0.16,1.0
Demon's Souls,PS3,2009,Role-Playing,9.1,Atlus  ,From Software  ,0.97,0.34,0.35,0.17,1.83
Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006,Action,8.8,Capcom  ,Capcom  ,1.06,0.82,0.05,0.28,2.21
Excitebike 64,N64,2000,Racing,8.9,Nintendo  ,Left Field Productions  ,0.65,0.15,0.19,0.01,1.0
Final Fantasy Tactics: The War of the Lions,PSP,2007,Role-Playing,8.9,Square Enix  ,Square Enix  ,0.45,0.24,0.3,0.16,1.15
Halo Wars,X360,2009,Strategy,8.1,Microsoft Game Studios  ,Ensemble Studios  ,1.58,0.8,0.04,0.25,2.67
Hyrule Warriors,WiiU,2014,Action,7.4,Nintendo  ,Omega Force  ,0.59,0.44,0.13,0.1,1.2600000000000002
Killzone 2,PS3,2009,Shooter,9.1,Sony Computer Entertainment  ,Guerrilla Games  ,1.4,1.07,0.08,0.46,3.01
Knack,PS4,2013,Platform,8.4,Sony Computer Entertainment  ,SCE Japan Studio  ,0.45,0.77,0.42,0.23,1.8699999999999999
Legend of Mana,PS,2000,Role-Playing,7.8,Square  ,SquareSoft  ,0.18,0.13,0.73,0.07,1.11
MotorStorm: Pacific Rift,PS3,2008,Racing,8.0,Sony Computer Entertainment  ,Evolution Studios  ,0.43,0.66,0.02,0.25,1.36
PaRappa The Rapper,PS,1997,Misc,9.2,Sony Computer Entertainment  ,NanaOn-Sha  ,0.26,0.16,1.46,0.03,1.91
Perfect Dark Zero,X360,2005,Shooter,8.1,Microsoft Game Studios  ,Rare Ltd.  ,0.66,0.02,0.03,0.06,0.77
Pokken Tournament,WiiU,2016,Fighting,7.6,Nintendo  ,Namco Bandai Games  ,0.68,0.4,0.18,0.11,1.37
Puyo Puyo Tetris,NS,2017,Puzzle,8.3,Sega  ,Sonic Team  ,0.22,0.18,0.12,0.04,0.56
Ratchet & Clank Future: Tools of Destruction,PS3,2007,Platform,8.9,Sony Computer Entertainment  ,Insomniac Games  ,0.93,1.1,0.08,0.45,2.5600000000000005
Scribblenauts,DS,2009,Puzzle,8.2,Warner Bros. Interactive  ,5TH Cell  ,1.67,0.3,0.02,0.18,2.17
Sonic Adventure 2 Battle,GC,2002,Platform,6.8,Sega  ,Sonic Team  ,1.7,0.59,0.21,0.07,2.57
Street Fighter Alpha 3,PS,1999,Fighting,8.4,Capcom  ,Capcom  ,0.38,0.12,0.51,0.02,1.03
Tekken,PS,1995,Fighting,8.3,Namco  ,Namco  ,0.95,1.3,0.77,0.22,3.24
Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007,Shooter,8.7,Ubisoft  ,Red Storm Entertainment / Ubisoft Paris  ,0.87,0.05,0.02,0.08,1.02
Valkyria Chronicles,PS3,2008,Role-Playing,8.4,Sega  ,Sega WOW Overworks  ,0.71,0.19,0.24,0.12,1.2599999999999998
Viva Pinata,X360,2006,Simulation,8.4,Microsoft Game Studios  ,Rare Ltd.  ,0.45,0.95,0.02,0.2,1.6199999999999999
Xenosaga Episode I: Der Wille zur Macht,PS2,2003,Role-Playing,8.7,Namco  ,Monolith Soft  ,0.63,0.49,0.45,0.17,1.74
Tom Clancy's Splinter Cell: Blacklist,X360,2013,Action-Adventure,8.4,Ubisoft  ,Ubisoft Toronto  ,0.57,0.33,0.01,0.09,0.9999999999999999
Haze,PS3,2008,Shooter,5.6,Ubisoft  ,Free Radical Design  ,0.49,0.33,0.02,0.15,0.9900000000000001
DiRT 2,PS3,2009,Racing,8.8,Codemasters  ,Codemasters  ,0.27,0.53,0.0,0.19,0.99
Apollo Justice: Ace Attorney,DS,2008,Adventure,8.0,Capcom  ,Capcom  ,0.28,0.05,0.64,0.03,1.0
Rocksmith 2014,X360,2013,Music,8.4,Ubisoft  ,Ubisoft San Francisco  ,0.73,0.16,0.0,0.1,0.99
Army of Two: The 40th Day,X360,2010,Shooter,7.1,Electronic Arts  ,EA Montreal  ,0.65,0.24,0.0,0.09,0.98
Tom Clancy's Splinter Cell: Blacklist,PS3,2013,Action-Adventure,8.3,Ubisoft  ,Ubisoft Toronto  ,0.34,0.44,0.06,0.15,0.9900000000000001
Pro Evolution Soccer 2008,PSP,2008,Sports,7.8,Konami  ,Konami  ,0.02,0.53,0.19,0.25,0.99
Sniper Elite V2,PS3,2012,Shooter,7.4,505 Games  ,Rebellion Developments  ,0.38,0.4,0.06,0.15,0.9900000000000001
Zoo Tycoon DS,DS,2005,Strategy,4.6,THQ  ,Blue Fang Games  ,0.86,0.03,0.01,0.07,0.97
Suikoden III,PS2,2002,Role-Playing,8.6,Konami  ,KCET  ,0.29,0.23,0.38,0.08,0.98
Ridge Racer,PSP,2005,Racing,8.8,Namco  ,Namco  ,0.36,0.45,0.32,0.27,1.4000000000000001
Fire Emblem: The Blazing Blade,GBA,2003,Strategy,8.8,Nintendo  ,Intelligent Systems  ,0.49,0.18,0.29,0.01,0.97
Dark Cloud 2,PS2,2003,Role-Playing,8.6,Sony Computer Entertainment  ,Level 5  ,0.38,0.25,0.26,0.07,0.96
PilotWings Resort,3DS,2011,Simulation,6.9,Nintendo  ,Monster Games  ,0.4,0.36,0.13,0.07,0.96
Harvest Moon 3D: A New Beginning,3DS,2012,Simulation,8.2,Natsume  ,Marvelous  ,0.41,0.18,0.31,0.06,0.96
Sonic Unleashed,X360,2008,Platform,5.6,Sega  ,Sonic Team  ,0.54,0.32,0.0,0.09,0.9500000000000001
Tales of Symphonia,GC,2004,Role-Playing,8.5,Namco  ,Namco Tales Studio  ,0.54,0.21,0.31,0.04,1.1
Wild ARMs,PS,1997,Role-Playing,8.9,Sony Computer Entertainment  ,Media.Vision  ,0.26,0.17,0.46,0.06,0.9500000000000002
Red Steel,Wii,2006,Shooter,5.9,Ubisoft  ,Ubisoft Paris  ,0.54,0.03,0.04,0.05,0.6600000000000001
Lost Planet 2,PS3,2010,Shooter,6.6,Capcom  ,Capcom  ,0.29,0.34,0.2,0.12,0.9500000000000001
Driver: San Francisco,PS3,2011,Racing,8.2,Ubisoft  ,Ubisoft Reflections  ,0.24,0.53,0.01,0.17,0.9500000000000001
White Knight Chronicles: International Edition,PS3,2010,Role-Playing,6.3,Sony Computer Entertainment  ,Level 5  ,0.34,0.16,0.36,0.09,0.95
Final Fantasy I & II: Dawn of Souls,GBA,2004,Role-Playing,7.1,Nintendo  ,Square Enix  ,0.64,0.24,0.29,0.02,1.19
SaGa Frontier 2,PS,2000,Role-Playing,7.4,Square EA  ,SquareSoft  ,0.1,0.07,0.71,0.06,0.94
Kingdom Hearts Re:coded,DS,2011,Role-Playing,6.8,Square Enix  ,High Horse Entertainment  ,0.53,0.09,0.27,0.05,0.9400000000000001
Bayonetta,X360,2010,Action,8.9,Sega  ,PlatinumGames  ,0.51,0.25,0.09,0.08,0.9299999999999999
Operation Flashpoint: Dragon Rising,X360,2009,Shooter,7.4,Codemasters  ,Codemasters  ,0.36,0.45,0.02,0.1,0.93
Phoenix Wright: Ace Attorney,DS,2005,Adventure,8.1,Capcom  ,Capcom  ,0.44,0.05,0.39,0.05,0.93
Dante's Inferno,X360,2010,Action,7.0,Electronic Arts  ,Visceral Games  ,0.63,0.2,0.02,0.08,0.93
Xenoblade Chronicles,Wii,2012,Role-Playing,9.3,Nintendo  ,Monolith Soft  ,0.43,0.25,0.16,0.07,0.9099999999999999
Crysis 3,X360,2013,Shooter,7.6,Electronic Arts  ,Crytek  ,0.51,0.32,0.01,0.08,0.92
Tobal No.1,PS,1996,Fighting,7.7,Sony Computer Entertainment  ,DreamFactory  ,0.12,0.08,0.66,0.06,0.9200000000000002
Blue Dragon,X360,2007,Role-Playing,7.7,Microsoft Game Studios  ,Mistwalker Corporation / Artoon  ,0.3,0.33,0.21,0.08,0.9199999999999999
EA Sports Grand Slam Tennis,Wii,2009,Sports,7.9,EA Sports  ,EA Vancouver  ,0.28,0.51,0.02,0.11,0.92
Dynasty Warriors 7,PS3,2011,Action,5.8,Tecmo Koei  ,Omega Force  ,0.25,0.14,0.46,0.06,0.9100000000000001
Crysis 3,PS3,2013,Shooter,8.2,Electronic Arts  ,Crytek  ,0.26,0.48,0.03,0.14,0.91
Tom Clancy's EndWar,X360,2008,Strategy,8.0,Ubisoft  ,Ubisoft Shanghai  ,0.58,0.24,0.01,0.09,0.9199999999999999
Sonic Riders: Zero Gravity,Wii,2008,Racing,5.8,Sega  ,Sonic Team  ,0.48,0.32,0.02,0.09,0.91
Colin McRae Rally 2.0,PS,2000,Racing,8.3,Codemasters  ,Codemasters  ,0.02,0.8,0.02,0.07,0.9100000000000001
Operation Flashpoint: Dragon Rising,PS3,2009,Shooter,7.3,Codemasters  ,Codemasters  ,0.23,0.46,0.05,0.17,0.9100000000000001
Homefront,PS3,2011,Shooter,6.6,THQ  ,Kaos Studios  ,0.32,0.4,0.04,0.15,0.91
Lost Odyssey,X360,2008,Role-Playing,7.5,Microsoft Game Studios  ,Mistwalker Corporation / Feelplus Inc.  ,0.45,0.26,0.11,0.08,0.8999999999999999
SOCOM 4: U.S. Navy SEALs,PS3,2011,Shooter,7.0,Sony Computer Entertainment  ,Zipper Interactive  ,0.66,0.12,0.04,0.09,0.91
Resistance: Retribution,PSP,2009,Shooter,8.0,Sony Computer Entertainment  ,SCEA Bend Studio  ,0.27,0.36,0.05,0.22,0.9
Spider-Man 3,PS2,2007,Platform,4.4,Activision  ,Vicarious Visions  ,0.74,0.03,0.01,0.12,0.9
Pure,PS3,2008,Racing,7.0,Disney Interactive Studios  ,Black Rock Studio  ,0.42,0.33,0.0,0.14,0.89
Ni no Kuni II: Revenant Kingdom,PS4,2018,Role-Playing,8.7,Namco Bandai Games  ,Level 5  ,0.33,0.31,0.12,0.13,0.89
Fire Emblem: The Sacred Stones,GBA,2005,Strategy,8.4,Nintendo  ,Intelligent Systems  ,0.42,0.16,0.3,0.02,0.8999999999999999
Dissidia 012: Duodecim Final Fantasy,PSP,2011,Fighting,8.3,Square Enix  ,Square Enix  ,0.21,0.13,0.46,0.09,0.89
Resident Evil: Revelations,3DS,2012,Action,7.8,Capcom  ,Capcom  ,0.3,0.23,0.3,0.05,0.8800000000000001
Samba De Amigo,Wii,2008,Misc,6.7,Sega  ,Gearbox Software  ,0.41,0.37,0.01,0.09,0.88
F1 2010,X360,2010,Racing,8.4,Codemasters  ,Codemasters Birmingham  ,0.18,0.59,0.01,0.1,0.88
Call of Juarez: Bound in Blood,PS3,2009,Shooter,7.7,Ubisoft  ,Techland  ,0.35,0.38,0.01,0.15,0.89
The Lord of the Rings: War in the North,X360,2011,Role-Playing,6.6,Warner Bros. Interactive  ,Snowblind Studios  ,0.55,0.24,0.0,0.08,0.87
Sonic Chronicles: The Dark Brotherhood,DS,2008,Role-Playing,7.3,Sega  ,BioWare Corp.  ,0.5,0.29,0.01,0.08,0.88
WWE SmackDown vs. Raw 2011,X360,2010,Fighting,7.1,THQ  ,JAKKS Pacific  ,0.44,0.35,0.0,0.08,0.87
Metal Gear Ac!d,PSP,2005,Strategy,7.4,Konami  ,Konami  ,0.32,0.26,0.12,0.17,0.8700000000000001
Michael Jackson: The Experience,X360,2011,Misc,5.6,Ubisoft  ,Ubisoft Montreal  ,0.62,0.18,0.0,0.07,0.8700000000000001
Sleeping Dogs,X360,2012,Action-Adventure,7.9,Square Enix  ,United Front Games  ,0.38,0.4,0.01,0.08,0.87
Super Bomberman R,NS,2017,Puzzle,6.3,Konami Digital Entertainment  ,HexaDrive  ,0.31,0.32,0.19,0.06,0.8800000000000001
Paper Mario: Color Splash,WiiU,2016,Action-Adventure,7.4,Nintendo  ,Intelligent Systems  ,0.35,0.37,0.08,0.06,0.8599999999999999
GRID,X360,2008,Racing,8.7,Codemasters  ,Codemasters  ,0.33,0.44,0.01,0.09,0.87
Red Faction: Guerrilla,X360,2009,Shooter,8.4,THQ  ,Volition Inc.  ,0.48,0.29,0.01,0.09,0.87
Mario Party: Star Rush,3DS,2016,Party,6.2,Nintendo  ,"Nd Cube Co., Ltd.  ",0.25,0.37,0.2,0.05,0.8700000000000001
Brothers In Arms: Hell's Highway,X360,2008,Shooter,7.6,Ubisoft  ,Gearbox Software  ,0.47,0.3,0.0,0.09,0.86
Vagrant Story,PS,2000,Role-Playing,9.3,Square EA  ,SquareSoft  ,0.3,0.2,0.3,0.06,0.8600000000000001
Mercenaries 2: World in Flames,PS3,2008,Shooter,6.0,Electronic Arts  ,Pandemic Studios  ,0.29,0.4,0.02,0.16,0.87
Endless Ocean: Blue World,Wii,2010,Simulation,7.6,Nintendo  ,Arika  ,0.46,0.22,0.12,0.06,0.8600000000000001
Wii Fit U,WiiU,2014,Misc,7.2,Nintendo  ,Nintendo  ,0.35,0.24,0.21,0.06,0.8599999999999999
Winning Eleven: Pro Evolution Soccer 2007,PSP,2007,Sports,8.2,Konami  ,Konami Computer Entertainment Tokyo  ,0.01,0.72,0.12,0.01,0.86
2010 FIFA World Cup South Africa,X360,2010,Sports,8.4,EA Sports  ,EA Canada  ,0.32,0.42,0.02,0.09,0.85
Ninja Gaiden Sigma 2,PS3,2009,Action,8.5,Tecmo Koei  ,Team Ninja  ,0.52,0.16,0.08,0.1,0.86
Street Fighter Alpha 2,PS,1996,Fighting,8.2,Capcom  ,Capcom  ,0.14,0.09,0.57,0.06,0.8599999999999999
Dragon Ball Z: Burst Limit,PS3,2008,Fighting,7.3,Atari  ,Dimps Corporation  ,0.22,0.34,0.18,0.12,0.86
Army of Two: The 40th Day,PS3,2010,Shooter,7.1,Electronic Arts  ,EA Montreal  ,0.44,0.27,0.01,0.13,0.85
The House of the Dead: Overkill,Wii,2009,Shooter,7.9,Sega  ,Headstrong Games  ,0.44,0.3,0.02,0.09,0.85
Darksiders II,PS3,2012,Action-Adventure,8.3,THQ  ,Vigil Games  ,0.35,0.37,0.01,0.13,0.86
Sniper Elite V2,X360,2012,Shooter,7.0,505 Games  ,Rebellion Developments  ,0.46,0.28,0.02,0.08,0.84
Xenoblade Chronicles X,WiiU,2015,Role-Playing,8.1,Nintendo  ,Monolith Soft  ,0.34,0.29,0.15,0.06,0.8400000000000001
NBA 2K10,PS3,2009,Sports,8.2,2K Sports  ,Visual Concepts  ,0.75,0.01,0.01,0.07,0.8400000000000001
Skate 2,PS3,2009,Sports,8.2,Electronic Arts  ,EA Black Box  ,0.46,0.25,0.01,0.12,0.84
ZombiU,WiiU,2012,Action,6.9,Ubisoft  ,Ubisoft Montpellier  ,0.35,0.37,0.05,0.07,0.8400000000000001
Rogue Galaxy,PS2,2007,Role-Playing,8.3,Sony Computer Entertainment  ,Level 5  ,0.24,0.16,0.39,0.05,0.8400000000000001
Time Crisis 4,PS3,2007,Shooter,6.1,Namco Bandai  ,Bandai Namco Games  ,0.32,0.32,0.05,0.14,0.8300000000000001
Stranglehold,X360,2007,Shooter,8.0,Midway Games  ,Midway Games  ,0.41,0.33,0.01,0.09,0.84
Dragon Age II,PS3,2011,Role-Playing,7.7,Electronic Arts  ,BioWare Corp.  ,0.4,0.26,0.05,0.12,0.8300000000000001
Sniper: Ghost Warrior,PS3,2011,Shooter,4.5,City Interactive  ,City Interactive  ,0.3,0.35,0.04,0.14,0.83
Dragon Ball: Raging Blast 2,PS3,2010,Fighting,6.0,Namco Bandai  ,Spike  ,0.43,0.19,0.11,0.1,0.83
Sid Meier's Civilization Revolution,X360,2008,Strategy,8.4,2K Games  ,Firaxis Games  ,0.58,0.17,0.0,0.07,0.8200000000000001
The Lord of the Rings: War in the North,PS3,2011,Role-Playing,6.5,Warner Bros. Interactive  ,Snowblind Studios  ,0.25,0.43,0.01,0.12,0.8099999999999999
Patapon,PSP,2008,Platform,8.7,Sony Computer Entertainment  ,Pyramid/JAPAN Studio  ,0.33,0.25,0.07,0.17,0.8200000000000002
The Crew 2,PS4,2018,Racing,6.5,Ubisoft  ,Ivory Tower  ,0.22,0.42,0.05,0.12,0.81
Professor Layton vs Ace Attorney,3DS,2014,Adventure,8.1,Nintendo  ,Level 5  ,0.2,0.27,0.3,0.04,0.81
Tales of Destiny II,PS,2001,Role-Playing,7.5,Namco  ,Telenet Japan / Wolfteam  ,0.06,0.04,0.66,0.05,0.81
Shaun White Snowboarding,X360,2008,Sports,6.2,Ubisoft  ,Ubisoft Montreal  ,0.48,0.25,0.0,0.08,0.8099999999999999
Pro Evolution Soccer 2010,X360,2009,Sports,7.0,Konami  ,Konami  ,0.12,0.58,0.03,0.08,0.8099999999999999
Golden Sun: Dark Dawn,DS,2010,Role-Playing,8.0,Nintendo  ,Camelot Software Planning  ,0.53,0.1,0.13,0.05,0.81
DiRT 2,X360,2009,Racing,8.8,Codemasters  ,Codemasters  ,0.32,0.39,0.0,0.09,0.7999999999999999
Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,Shooter,9.1,Ubisoft  ,Ubisoft Paris  ,1.4,0.02,0.02,0.1,1.54
Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013,Sports,5.9,Nintendo  ,Sega Sports R&D  ,0.37,0.23,0.14,0.06,0.8
PES 2009: Pro Evolution Soccer,PSP,2008,Sports,7.3,Konami  ,Konami  ,0.04,0.33,0.26,0.17,0.8
Dead Island: Riptide,X360,2013,Misc,5.6,Deep Silver  ,Techland  ,0.44,0.27,0.01,0.07,0.79
Ace Combat Zero: The Belkan War,PS2,2006,Simulation,7.5,Namco  ,Namco  ,0.15,0.12,0.2,0.04,0.51
Darksiders II,X360,2012,Action-Adventure,8.6,THQ  ,Vigil Games  ,0.45,0.27,0.0,0.07,0.79
The Godfather II,X360,2009,Adventure,6.2,Electronic Arts  ,EA Redwood Shores  ,0.47,0.23,0.01,0.08,0.7899999999999999
MadWorld,Wii,2009,Action,8.1,Sega  ,PlatinumGames  ,0.45,0.24,0.02,0.07,0.78
Too Human,X360,2008,Role-Playing,6.5,Microsoft Game Studios  ,Silicon Knights  ,0.38,0.3,0.03,0.08,0.7899999999999999
Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010,Fighting,7.6,Namco Bandai  ,CyberConnect2  ,0.43,0.27,0.01,0.07,0.78
Tom Clancy's Splinter Cell: Double Agent,X360,2006,Action,8.5,Ubisoft  ,Ubisoft Shanghai  ,0.67,0.04,0.01,0.06,0.78
Sid Meier's Civilization Revolution,PS3,2008,Strategy,8.4,2K Games  ,Firaxis Games  ,0.49,0.19,0.01,0.09,0.7799999999999999
Need for Speed: ProStreet,PSP,2008,Racing,5.6,Electronic Arts  ,EA Black Box  ,0.24,0.33,0.01,0.19,0.77
Ghost Squad,Wii,2007,Shooter,7.0,Sega  ,Polygon Magic  ,0.42,0.21,0.08,0.07,0.78
The Sims 3,3DS,2011,Simulation,5.6,Electronic Arts  ,The Sims Studio  ,0.3,0.38,0.03,0.07,0.78
Dragon Ball: Raging Blast,PS3,2009,Fighting,5.6,Namco Bandai  ,Spike  ,0.37,0.19,0.11,0.1,0.77
Need for Speed: Undercover,PSP,2008,Racing,5.4,Electronic Arts  ,Piranha Games  ,0.23,0.32,0.03,0.19,0.77
Donkey Kong Country 3,GBA,2005,Platform,7.5,Nintendo  ,Rare Ltd.  ,0.45,0.17,0.14,0.01,0.77
Pokémon Dash,DS,2005,Racing,5.3,Nintendo  ,Ambrella  ,0.21,0.14,0.38,0.04,0.77
Resident Evil: Revelations,PS3,2013,Action,7.6,Capcom  ,Capcom  ,0.14,0.32,0.22,0.09,0.77
Banjo-Kazooie: Nuts & Bolts,X360,2008,Platform,8.0,Microsoft Game Studios  ,Rare Ltd.  ,0.32,0.35,0.0,0.08,0.7499999999999999
PokéPark 2: Wonders Beyond,Wii,2012,Action-Adventure,6.5,Nintendo  ,Creatures Inc.  ,0.26,0.19,0.27,0.04,0.76
Marvel vs. Capcom 2,PS2,2002,Fighting,8.2,Capcom  ,Capcom  ,0.31,0.24,0.13,0.08,0.76
Lost Planet 2,X360,2010,Shooter,6.5,Capcom  ,Capcom  ,0.38,0.24,0.08,0.06,0.76
Kane & Lynch: Dead Men,X360,2007,Shooter,6.8,Eidos Interactive  ,IO Interactive  ,0.36,0.31,0.01,0.08,0.7599999999999999
LEGO City Undercover,PS4,2017,Platform,8.0,Warner Bros. Interactive Entertainment  ,TT Fusion  ,0.17,0.46,0.01,0.12,0.76
Genji: Days of the Blade,PS3,2006,Action,5.0,Sony Computer Entertainment  ,Game Republic  ,0.18,0.38,0.06,0.14,0.7600000000000001
Fire Emblem Echoes: Shadows of Valentia,3DS,2017,Role-Playing,8.3,Nintendo  ,Intelligent Systems  ,0.34,0.16,0.21,0.05,0.76
Kane & Lynch: Dead Men,PS3,2007,Shooter,6.8,Eidos Interactive  ,IO Interactive  ,0.29,0.32,0.01,0.13,0.75
Super Street Fighter IV,X360,2010,Fighting,9.2,Capcom  ,Capcom / Dimps Corporation  ,0.53,0.21,0.07,0.07,0.8800000000000001
Zone of the Enders,PS2,2001,Simulation,7.5,Konami  ,Konami Computer Entertainment Japan  ,0.3,0.24,0.13,0.08,0.75
FIFA 19,NS,2018,Sports,5.9,Electronic Arts  ,EA Sports  ,0.18,0.47,0.06,0.05,0.76
Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001,Fighting,7.9,Capcom  ,Capcom  ,0.22,0.17,0.3,0.06,0.75
Turok,X360,2008,Shooter,6.6,Touchstone  ,Propaganda Games  ,0.46,0.2,0.01,0.07,0.74
Ace Combat: Assault Horizon,PS3,2011,Action,7.5,Namco Bandai  ,Project ACES  ,0.3,0.16,0.22,0.07,0.75
The Godfather II,PS3,2009,Adventure,6.4,Electronic Arts  ,EA Redwood Shores  ,0.41,0.21,0.01,0.1,0.73
Red Faction: Guerrilla,PS3,2009,Shooter,8.6,THQ  ,Volition Inc.  ,0.33,0.27,0.02,0.12,0.7400000000000001
Super Street Fighter IV: Arcade Edition,PS3,2011,Fighting,8.1,Capcom  ,Capcom / Dimps Corporation  ,0.15,0.05,0.17,0.02,0.39
Tales of Vesperia,X360,2008,Role-Playing,8.1,Namco Bandai  ,Namco Tales Studio  ,0.32,0.18,0.19,0.05,0.74
Resonance of Fate,PS3,2010,Role-Playing,7.5,Sega  ,tri-Ace  ,0.2,0.22,0.24,0.08,0.74
Sonic Forces,NS,2017,Platform,5.4,Sega  ,Sonic Team  ,0.39,0.27,0.01,0.06,0.73
Brink,PS3,2011,Shooter,7.1,Bethesda Softworks  ,Splash Damage  ,0.29,0.32,0.01,0.12,0.74
Valkyrie Profile 2: Silmeria,PS2,2006,Role-Playing,8.4,Square Enix  ,tri-Ace  ,0.04,0.03,0.39,0.01,0.47000000000000003
Star Ocean: The Last Hope International,PS3,2010,Role-Playing,8.1,Square Enix  ,tri-Ace  ,0.28,0.15,0.22,0.07,0.72
Katamari Damacy,PS2,2004,Puzzle,8.5,Namco  ,Namco  ,0.47,0.02,0.17,0.08,0.74
Monster Hunter Generations Ultimate,NS,2018,Action,7.7,Capcom  ,Capcom  ,0.27,0.14,0.27,0.04,0.7200000000000001
Yakuza 2,PS2,2008,Adventure,7.9,Sega  ,Sega  ,0.05,0.04,0.84,0.16,1.0899999999999999
Kirby: Canvas Curse,DS,2005,Platform,8.9,Nintendo  ,HAL Laboratory  ,0.36,0.0,0.32,0.03,0.71
Blur,PS3,2010,Racing,8.3,Activision  ,Bizarre Creations  ,0.22,0.37,0.02,0.12,0.73
F1 2011,X360,2011,Racing,8.5,Codemasters  ,Codemasters Birmingham  ,0.11,0.5,0.01,0.09,0.71
DiRT 3,X360,2011,Racing,9.1,Codemasters  ,Codemasters  ,0.23,0.4,0.01,0.07,0.71
Astro Bot Rescue Mission,PS4,2018,Platform,8.5,Sony Interactive Entertainment  ,SIE Japan Studio  ,0.22,0.36,0.02,0.11,0.71
God of War: Origins Collection,PS3,2011,Action,8.6,Sony Computer Entertainment  ,Ready at Dawn  ,0.39,0.08,0.02,0.07,0.56
Yu-Gi-Oh! The Falsebound Kingdom,GC,2003,Strategy,4.4,Konami  ,Konami  ,0.49,0.13,0.07,0.02,0.71
The LEGO Movie Videogame,PS4,2014,Action-Adventure,6.0,Warner Bros. Interactive Entertainment  ,TT Fusion  ,0.26,0.32,0.01,0.11,0.7000000000000001
Blast Corps,N64,1997,Action,9.1,Nintendo  ,Rare Ltd.  ,0.39,0.09,0.17,0.06,0.71
Monster Hunter 3 Ultimate,WiiU,2013,Role-Playing,8.7,Capcom  ,Capcom  ,0.24,0.2,0.22,0.04,0.7000000000000001
Valkyrie Profile,PS,2000,Role-Playing,8.1,Enix  ,tri-Ace  ,0.07,0.05,0.63,0.05,0.8
Catherine,PS3,2011,Puzzle,7.9,Atlus  ,Atlus  ,0.3,0.15,0.2,0.06,0.71
Plants vs Zombies: Garden Warfare,XOne,2014,Shooter,7.6,Electronic Arts  ,PopCap Games  ,0.39,0.25,0.0,0.06,0.7
Ace Attorney Investigations: Miles Edgeworth,DS,2010,Adventure,7.7,Capcom  ,Capcom  ,0.23,0.14,0.3,0.04,0.71
Bravely Second: End Layer,3DS,2016,Role-Playing,7.4,Nintendo  ,Silicon Studio  ,0.22,0.11,0.2,0.03,0.56
de Blob,Wii,2008,Platform,8.1,THQ  ,Blue Tongue  ,0.49,0.37,0.0,0.1,0.96
Kameo: Elements of Power,X360,2005,Adventure,7.7,Microsoft Game Studios  ,Rare Ltd.  ,0.28,0.03,0.0,0.03,0.3400000000000001
Chocobo's Dungeon 2,PS,1999,Role-Playing,6.2,Square EA  ,SquareSoft  ,0.04,0.03,0.58,0.05,0.7
Ape Escape: On the Loose,PSP,2005,Platform,6.6,Sony Computer Entertainment  ,SIMS  ,0.52,0.01,0.12,0.05,0.7000000000000001
James Bond 007: Blood Stone,PS3,2010,Action,6.2,Activision  ,Bizarre Creations  ,0.18,0.37,0.02,0.12,0.6900000000000001
Monster Hunter Stories,3DS,2017,Role-Playing,8.1,Capcom  ,Marvelous  ,0.14,0.15,0.39,0.03,0.7100000000000001
